"id";"title";"description";"duration";"url";"artwork";"album";"createdAt";"updatedAt";"series_id"
3;"Finding Joy Day 1";"Paul wrote a letter to the people in the Corinthian church. In that letter, he encourages them to use their gifts that God has given them, but, reminds them that love is necessary for the proper management of any gift. Love is the underlying source that makes it possible for us to do any good work.";157;"https://gracemeetsreality.podbean.com/mf/play/qnmtyr/Finding_Joy_Day_2.m4a";"https://pbcdn1.podbean.com/imglogo/ep-logo/pbblog2617092/Untitled_Design_3_copy.png";"";"2021-03-08 02:33:12";"2021-06-06 19:39:54";3
4;"Finding Joy Day 2";"Paul wrote a letter to the people in the Corinthian church. In that letter, he encourages them to use their gifts that God has given them, but, reminds them that love is necessary for the proper management of any gift. Love is the underlying source that makes it possible for us to do any good work.";157;"https://gracemeetsreality.podbean.com/mf/play/qnmtyr/Finding_Joy_Day_2.m4a";"https://pbcdn1.podbean.com/imglogo/ep-logo/pbblog2617092/Finding_Joy.png";"";"2021-03-08 02:33:39";"2021-03-08 02:33:39";3
5;"A New MindSet Day 1";"The Book of Ecclesiastes is said to have most likely been written by King Solomon, who is known as one of the most brilliant minds in history. He recorded his observations as he pondered and searched for the meaning of life.";204;"https://gracemeetsreality.podbean.com/mf/play/r6qpt8/New_Mindset_Day_1.m4a";"https://pbcdn1.podbean.com/imglogo/ep-logo/pbblog2617092/Day_5.jpg";"";"2021-03-25 02:15:16";"2021-03-25 02:15:16";4
6;"A New MindSet Day 2";"Days of the early church weren’t at all easy. These early Christians faced persecution and since the entire religion was just forming, there was a good deal of confusion. In a time before email and online courses, they relied on the word being spread and taught by apostles, or teachers. And sadly, there were plenty false teachers around too, teaching very wrong, and in many cases, horrible things. It’s why Paul wrote so many letters that makeup a large portion of the New Testament today.";204;"https://gracemeetsreality.podbean.com/mf/play/7c2yek/New_Mindset_Day_2.m4a";"https://pbcdn1.podbean.com/imglogo/ep-logo/pbblog2617092/Day_4.jpg";"";"2021-03-25 02:18:55";"2021-03-25 02:18:55";4
7;"A New MindSet Day 3";"Shepherds were very common in Jesus’ day, so the metaphor Jesus shares in today’s verse may seem a bit far-fetched for us, but the people he was actually speaking to at the time, would have understood easily.";204;"https://gracemeetsreality.podbean.com/mf/play/anbxiu/New_Mindset_Day_3.m4a";"https://pbcdn1.podbean.com/imglogo/ep-logo/pbblog2617092/Day_3.jpg";"";"2021-03-25 03:46:56";"2021-03-25 03:46:56";4
13;"Embracing Rest Day 1";"The Book of Psalms is one that people often turn to in times of need and in times of joy. These poetic verses can comfort your heart in almost every situation. So, as we strive to find rest this week, we’re going to look at a few verses from the Book of Psalms.";219;"https://gracemeetsreality.podbean.com/mf/play/vg63b7/Rest_Study_Day_1.m4a";"https://pbcdn1.podbean.com/imglogo/ep-logo/pbblog2617092/Rest_Day_1.png";"";"2021-06-15 01:26:58";"2021-06-15 01:26:58";7
